Ctot,Cdil
187.35,225.7
374.7,333.2
562.05,545.3
749.4,648.9
936.75,749.9
1124.1,795.05
1311.45,981.35
1498.8,1022.5
1686.15,1332.4
1873.5,1287.4
205.85,293.8
411.7,471.55
617.55,668.6
823.4,803.2
1029.25,835.6
1235.1,965.7
1440.95,1058.7
1646.8,1214.4
1852.7,1129.7
2058.5,1322
1524.76,1025.9
1905.95,1290.5
