Ctot,Cdil
6.17731,3.38318
6.5865,3.65202
7.3319,3.13943
9.4295,3.11236
8.51878,3.66593
6.27028,3.92937
6.94603,3.84716
7.3249,3.96176
1.51441,1.31208
1.2729,1.18915
1.02125,1.24049
2.80085,2.24221
1.49112,1.13246
2.76576,2.44094
2.4733,2.75587
1.88241,1.27304
0.64419,0.29735
0.94618,0.73107
1.01464,1.07692
0.72645,0.91335
0.87759,0.85911
