Ctot,Cdil
5.60327,2.99072
3.43145,2.83881
3.58529,2.63075
4.34248,2.01633
4.34248,2.01633
5.1429,2.34759
3.96948,2.26581
8.28313,2.61392
6.00761,3.0266
5.13283,2.05572
6.64832,1.96139
3.22806,2.19375
5.34081,2.67137
6.1682,2.2913
3.91604,2.32467
4.47127,2.50858
4.59308,3.02655
2.86726,2.428
3.55953,2.59279
6.98875,2.46158
0.87652,1.22517
0.48573,0.49838
1.14107,1.04596
1.51479,1.51569
0.93457,0.82804
1.33516,1.38801
0.58103,0.6628
1.17829,1.09807
0.62697,0.55474
1.01453,0.99923
